name,cell_length_a,cell_length_b,cell_length_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,lcd,pld,void_fraction,surface_area_m2g,surface_area_m2cm3,number_H,number_C,number_N,number_O,number_F,number_Cl,number_V,number_Cu,number_Zn,number_Br,number_Zr,adsorption
hMOF-5032457,16.12049,29.839125,16.120484,87.117439,89.8359,87.092839,9.75,7.75,0.805641,4095.0,2360.5,72,124,4,34,0,0,0,0,8,0,0,1.23197
hMOF-5074751,17.000383,17.038272,9.130307,89.996293,89.995337,83.355929,10.75,10.25,0.774509,3012.0,2112.7,13,44,2,8,15,0,0,2,0,0,0,1.92119
hMOF-6005146,13.6358,27.923497,10.99241,84.514058,108.764651,81.035752,9.75,8.25,0.599825,1989.5,1690.7,50,72,2,52,0,0,4,0,0,0,0,0.725341
hMOF-9594,19.077105,14.90852,19.076919,95.429006,90.076224,91.150228,7.75,3.75,0.661824,2109.5,1843.3,156,136,8,26,0,0,0,0,8,0,0,6.19146
hMOF-24817,10.967874,9.730217,11.026607,89.99694,83.619819,102.132411,6.25,5.25,0.427427,542.7,665.1,52,42,2,8,0,0,0,0,2,0,0,3.24807
hMOF-35625,16.109301,11.804365,16.109301,78.174178,83.461481,101.842029,10.25,7.75,0.810685,4603.9,2477.3,10,36,2,8,0,6,0,2,0,0,0,0.678389
hMOF-5039642,10.723023,14.04419,9.798715,89.992011,89.99677,88.829662,8.75,6.75,0.667056,2946.8,2219.4,22,22,2,14,0,0,0,0,2,0,0,0.799881
hMOF-5039391,14.04422,16.992694,16.053802,92.750953,92.799619,88.07145,6.25,4.75,0.643694,2403.7,1996.4,64,78,12,30,0,0,0,0,4,0,0,3.65427
hMOF-5004512,13.033293,16.625545,13.032268,97.146495,89.079182,97.195104,6.75,5.25,0.566508,2151.1,1952.7,28,46,0,26,0,0,0,0,8,0,0,2.15349
hMOF-5049495,8.559649,17.038272,7.681481,83.842174,94.91324,80.44511,6.75,4.75,0.654348,2733.5,2248.6,14,20,2,8,0,0,0,0,2,0,0,2.42362
hMOF-5013758,17.077404,12.594516,12.59451,90.032321,90.020711,90.016278,9.25,8.75,0.719675,3088.5,2125.1,52,50,0,13,0,0,0,0,4,0,0,2.58896
hMOF-5069783,17.699083,10.489741,16.176319,89.993511,89.998611,83.911094,14.25,13.25,0.787258,2611.3,1907.8,15,38,2,8,0,0,0,2,0,7,0,0.548743
hMOF-36422,16.109301,14.853567,14.586319,90.000002,89.999213,83.548205,13.75,12.75,0.850198,5290.6,2056.2,24,42,2,8,0,0,0,2,0,0,0,0.55037
hMOF-15812,18.215407,17.64028,18.215399,101.224603,90.019833,78.800709,15.75,14.75,0.893094,5763.7,1804.7,21,44,3,13,0,0,0,0,4,0,0,0.719503
hMOF-5035592,14.853567,11.792241,13.930277,89.995317,89.995755,83.914173,10.25,9.25,0.760409,2945.9,1982.5,16,38,18,8,0,0,0,0,2,0,0,1.15823
hMOF-5021385,15.297475,19.121063,15.29672,101.616247,91.617114,83.156694,7.75,6.75,0.570233,1514.3,1528.1,32,116,20,26,0,0,0,0,8,0,0,3.73385
hMOF-5004956,14.908571,16.625546,14.908308,93.26407,90.175053,86.718495,6.75,4.25,0.544031,1616.0,1600.3,72,88,0,34,0,0,0,0,8,0,0,4.39295
hMOF-5039934,14.044191,14.04422,13.101039,86.332523,86.339405,86.809673,3.75,2.75,0.151626,65.9,101.7,24,80,8,48,0,0,0,0,8,0,0,0.140229
hMOF-17543,19.288866,19.288874,18.366186,89.993232,90.007516,96.861565,7.25,5.25,0.689279,3545.5,2509.1,36,148,40,16,0,0,0,0,4,0,0,1.78496
hMOF-32178,10.967926,11.026607,7.540329,90.001604,77.872368,96.380754,4.25,3.25,0.355884,452.4,498.2,16,24,2,8,0,0,0,2,0,0,0,1.07941
hMOF-5013683,12.759401,12.594516,12.759393,89.97195,89.979062,90.017577,9.75,8.75,0.738968,3208.2,2301.9,20,29,0,16,0,0,0,0,4,0,0,1.5583
hMOF-5041578,9.616153,17.699083,17.699083,96.716985,90.003155,89.99917,5.75,2.25,0.276171,438.6,492.4,56,76,4,46,0,0,0,0,4,0,0,0.449635
hMOF-5072646,13.33907,15.944551,11.804365,101.830656,74.87513,99.564016,8.25,7.25,0.636973,2340.2,1930.5,46,54,2,20,0,0,0,2,0,0,0,2.33745
hMOF-5017527,10.68598,10.686496,10.685314,99.023642,90.357263,89.648047,8.25,7.25,0.65355,2623.6,2348.8,8,13,0,14,0,0,0,0,4,0,0,0.995438
hMOF-30693,8.559649,9.065218,7.540329,90.003038,89.998238,102.602725,7.25,6.25,0.575549,1771.8,2056.9,1,8,2,8,1,0,0,2,0,0,0,0.828259
hMOF-5042330,10.540514,10.54051,13.596369,89.996501,89.994172,84.514235,8.25,7.75,0.523541,1559.4,1658.7,24,24,28,8,0,0,0,0,2,0,0,0.497948
hMOF-15889,19.805407,17.64028,19.805399,101.22311,90.019573,78.800112,15.75,14.25,0.849508,2802.7,1666.7,10,52,0,13,0,0,0,0,4,16,0,0.510588
hMOF-1001135,6.8179,19.551136,11.168136,94.562875,108.508683,101.650842,4.75,3.25,0.464082,1075.7,1131.6,5,37,11,10,0,0,2,0,0,0,0,2.48856
hMOF-5045690,14.519709,10.489716,13.596369,89.998063,90.000291,84.10464,4.75,3.25,0.468651,1230.9,1212.6,6,44,4,16,6,0,0,0,4,0,0,1.75906
hMOF-5055648,23.532407,14.044209,13.101039,86.334262,86.66891,91.981684,4.75,3.25,0.336502,444.0,692.1,30,120,12,36,0,0,0,0,6,18,0,1.59214
hMOF-5023632,21.295419,21.295417,19.805399,89.970204,89.981377,90.044503,7.75,6.75,0.739794,4777.9,2751.2,18,126,46,26,0,0,0,0,8,0,0,0.522192
hMOF-31176,10.65455,10.723023,9.130313,89.996488,89.999724,84.476239,6.25,5.25,0.545343,1575.7,1606.8,30,27,2,8,0,0,0,2,0,0,0,3.00907
hMOF-5072734,14.853569,15.944545,13.330367,89.993254,89.994419,83.565869,4.75,2.75,0.398672,451.5,541.4,22,114,26,16,0,0,0,4,0,0,0,3.64655
hMOF-5000002,12.759401,13.897448,12.759393,89.966603,89.980163,90.019217,4.25,3.25,0.245305,172.2,281.3,24,66,0,39,0,0,0,0,12,0,0,2.24007
hMOF-5049731,17.038272,17.038272,16.098538,92.920305,87.069734,91.111556,15.75,14.25,0.859055,2591.9,1727.9,17,44,2,8,0,0,0,0,2,13,0,0.426496
hMOF-24293,10.654562,10.654551,10.065875,98.877446,81.163932,84.487733,7.25,6.25,0.55735,1260.8,1447.1,26,26,12,8,0,0,0,0,2,0,0,5.07651
hMOF-5030381,17.077404,29.839131,17.077396,89.968087,89.980499,90.041645,16.25,14.75,0.909781,4807.4,1580.7,80,90,2,17,0,0,0,0,4,0,0,1.78616
hMOF-5011463,12.759401,18.101397,18.10139,90.035542,90.018831,90.022198,14.75,13.25,0.798673,4765.6,2203.5,30,38,0,26,0,0,0,0,4,0,0,0.952198
hMOF-5065998,14.519709,14.04422,12.99646,89.993022,90.000034,88.434511,15.25,13.75,0.873268,5749.0,1893.0,2,20,2,8,0,0,0,2,0,0,0,0.237714
hMOF-5076057,9.065215,19.188925,17.666332,90.010202,90.00418,84.078623,6.75,5.75,0.60038,2158.8,1866.0,32,64,20,16,0,0,0,4,0,0,0,1.93677
hMOF-5018242,18.050589,18.050591,15.29672,99.657105,99.64698,90.024669,7.75,6.25,0.588402,1509.3,1789.1,22,88,0,26,0,0,0,0,8,18,0,1.77279
hMOF-5029039,16.625547,25.63924,16.625539,90.038438,90.024822,90.032694,9.75,8.25,0.806252,4656.6,2601.5,36,94,4,40,0,0,0,0,8,0,0,1.00317
hMOF-5010142,13.032831,12.64533,13.032328,97.150231,90.887223,82.822813,9.75,8.75,0.653286,2249.1,2122.5,7,22,0,13,0,13,0,0,4,0,0,1.99912
hMOF-19449,16.109301,16.992695,15.186229,89.995943,89.999362,87.064852,10.75,9.25,0.774064,4643.7,2221.1,40,70,4,8,0,0,0,0,2,0,0,0.943075
hMOF-1004512,14.560438,19.377372,14.560438,90.000766,59.996693,72.113948,9.75,8.25,0.512941,1089.2,1260.6,42,72,0,54,0,0,0,0,0,0,6,1.46733
hMOF-5037002,8.559649,14.519709,7.681481,84.246308,94.91324,76.729405,2.75,1.75,0.00535938,0.0,0.0,12,36,12,24,0,0,0,0,6,0,0,0.0
hMOF-6004338,6.8179,16.417825,19.453114,95.88164,101.709288,103.385495,11.25,10.75,0.76192,2447.9,2261.3,6,28,4,10,0,0,2,0,0,6,0,1.12088
hMOF-5049807,17.019282,17.019234,11.892095,90.014016,89.97598,83.651806,10.75,8.75,0.699268,2573.7,1750.4,58,88,2,8,0,0,0,0,2,0,0,1.99683
hMOF-6001496,6.8179,11.102289,14.125286,94.650305,100.396688,108.605707,8.25,7.75,0.655017,2210.5,1914.7,8,18,2,10,0,0,2,0,0,0,0,0.850709
hMOF-32783,6.394989,14.971486,13.448316,90.001801,89.996551,94.94408,10.25,9.25,0.643242,1665.1,1589.5,9,26,2,8,7,0,0,2,0,0,0,1.41487
hMOF-26300,10.967874,14.853567,10.065875,98.805381,69.2295,84.184732,6.75,4.75,0.569784,1333.8,1286.6,52,44,2,8,0,0,0,0,2,0,0,4.20034
hMOF-5072552,10.654541,15.944551,9.130307,89.995755,89.999822,83.991333,2.25,1.25,0.00145946,0.0,0.0,26,84,4,16,0,0,0,4,0,18,0,0.0
hMOF-5049975,14.853568,16.098538,17.019361,96.591607,83.514432,87.260287,14.25,12.75,0.829464,4005.1,1886.7,13,46,2,8,15,0,0,0,2,0,0,0.668659
hMOF-3000461,29.917948,29.917021,29.913391,60.005297,60.010472,59.993667,21.25,19.25,0.865289,5007.4,1337.4,144,114,8,56,0,0,0,0,8,0,0,0.532571
hMOF-6003185,6.8179,10.943632,10.943624,91.77106,108.838799,108.83888,4.75,3.75,0.308596,438.7,691.6,7,20,0,10,0,5,2,0,0,0,0,2.59618
hMOF-12006,12.759387,19.077105,19.076808,90.072392,87.665428,92.320263,7.75,3.25,0.622871,1817.3,1568.0,84,106,8,26,0,0,0,0,8,0,0,4.10662
hMOF-5213,19.805407,10.686285,19.805399,85.610534,89.980427,85.631507,8.25,5.25,0.693673,3399.0,2492.2,36,72,0,26,0,0,0,0,8,0,0,1.58465
hMOF-5047337,15.944551,15.944551,15.021413,89.996935,89.997174,96.501262,12.75,11.75,0.819643,5334.8,2501.2,9,38,2,8,0,9,0,0,2,0,0,0.534522
hMOF-21207,8.559649,10.723022,7.681481,84.204373,94.91324,77.122945,5.75,4.75,0.527306,1195.8,1615.0,4,10,2,8,0,4,0,0,2,0,0,2.96955
hMOF-16665,17.640112,17.64028,17.640968,65.682561,92.13908,92.184069,8.25,4.75,0.632729,1421.6,1674.7,46,120,0,26,0,0,0,0,8,14,0,3.62049
hMOF-5067753,19.288864,15.99535,17.766277,89.995869,89.976791,83.314311,13.75,12.75,0.816788,4384.7,1872.8,68,66,2,24,0,0,0,2,0,0,0,0.755807
hMOF-5061317,9.065218,14.519709,7.540329,89.99546,89.996962,84.348015,8.75,7.75,0.750413,3664.1,2631.8,0,12,2,8,0,0,0,2,0,0,0,0.328289
hMOF-5058070,15.995292,27.732048,15.07222,89.993868,89.98633,83.055635,14.75,13.25,0.871175,4400.2,1925.8,23,62,4,12,0,17,0,0,2,0,0,0.580321
hMOF-609,21.395355,21.395362,21.395361,90.046585,90.021511,90.04394,22.25,20.75,0.906735,5449.0,1405.2,78,81,0,13,0,0,0,0,4,0,0,1.0632
hMOF-28247,10.65455,16.109301,9.130313,89.99406,89.999724,83.973206,6.75,5.75,0.662783,2003.2,1784.2,48,42,2,8,0,0,0,2,0,0,0,4.50418
hMOF-1003229,23.196402,14.560438,23.196401,60.008046,90.011712,59.999402,10.25,8.25,0.688057,2469.3,1947.2,58,90,0,59,0,0,0,0,0,0,6,1.45824
hMOF-34579,10.65455,16.992694,15.455313,92.857794,92.692163,92.423437,13.25,12.25,0.811552,2891.1,1899.8,13,36,6,8,0,9,0,2,0,0,0,1.06694
hMOF-26060,17.699083,14.853567,16.776229,89.997147,89.998886,83.458972,14.75,13.75,0.845923,4331.0,1732.3,24,46,2,20,0,0,0,0,2,0,0,0.534379
hMOF-5045138,10.489741,11.026607,10.065875,79.268236,81.165139,83.437405,2.75,1.75,0.0256137,0.0,0.0,10,36,4,16,18,0,0,0,4,0,0,0.0
hMOF-6004953,20.4537,23.752966,11.102315,84.894068,108.606275,79.933465,10.75,9.75,0.692492,2510.8,1830.6,56,104,2,34,0,0,6,0,0,0,0,2.50214
hMOF-3236,17.077404,19.077432,17.077396,92.327207,90.019501,87.72721,17.25,16.25,0.889661,5194.7,1593.5,24,42,2,13,0,0,0,0,4,0,0,0.733931
hMOF-5011104,18.101398,18.101395,12.759393,89.967074,89.972395,90.026371,14.75,13.25,0.826378,4923.8,2170.9,18,36,0,13,10,0,0,0,4,0,0,1.25818
hMOF-13917,16.959455,16.959453,17.077396,89.970936,89.975476,90.017008,5.25,3.75,0.486804,681.1,1017.5,39,150,0,39,0,33,0,0,12,0,0,3.88585
hMOF-5001114,19.077142,13.897447,19.076919,92.276881,90.074357,87.716925,8.25,5.75,0.700481,3339.1,2560.3,8,68,8,26,24,0,0,0,8,0,0,2.95414
hMOF-5051310,19.18893,9.065218,8.140239,90.001686,90.016597,84.080333,7.25,5.25,0.67342,2071.7,2407.1,3,20,6,8,0,0,0,0,2,5,0,1.15919
hMOF-33420,19.288864,12.837942,17.766277,89.994736,89.976791,88.982593,6.75,5.25,0.722032,3545.8,2382.2,60,96,4,16,0,0,0,4,0,0,0,2.40669
hMOF-5057782,27.731993,14.519709,13.596369,90.006934,90.006205,96.849731,7.75,4.75,0.792593,4119.3,2822.2,18,100,8,24,14,0,0,0,4,0,0,2.41821
hMOF-5054068,19.28884,23.532407,18.366186,90.012254,89.983729,97.012658,7.75,5.75,0.741439,3651.5,2473.5,72,128,80,24,0,0,0,0,4,0,0,1.13829
hMOF-5008859,16.12053,16.625546,16.625527,90.087861,87.040224,92.882099,7.25,5.75,0.58584,2346.0,2040.0,6,72,0,42,0,0,0,0,12,0,0,1.14519
hMOF-5026547,12.759401,25.63924,12.759393,89.95684,89.980324,90.033185,11.25,9.25,0.850097,4304.8,2116.8,13,44,2,17,7,0,0,0,4,0,0,1.14161
hMOF-5026423,21.295417,21.295418,21.295411,90.047857,89.979403,89.95209,18.25,17.25,0.888643,5210.7,1524.1,90,81,12,13,0,0,0,0,4,0,0,1.20775
hMOF-5017395,12.759401,18.050583,12.759399,89.966732,90.015542,89.987059,7.75,5.75,0.678043,3022.3,2272.5,56,67,0,13,0,0,0,0,4,0,0,2.51076
hMOF-11800,12.759395,18.215405,18.215399,89.969449,90.014082,89.969779,12.25,10.75,0.835123,4594.6,2196.0,52,58,0,13,0,0,0,0,4,0,0,1.82318
hMOF-5009536,11.169417,12.64533,11.169409,90.034413,90.019824,90.013525,8.25,7.25,0.674088,2366.4,2524.1,8,18,0,13,0,0,0,0,4,4,0,0.88381
hMOF-7002023,20.87579,23.096457,20.875641,90.012078,59.241818,61.751817,13.75,12.75,0.750456,2824.7,2004.7,30,86,8,32,0,24,0,0,0,0,6,1.17676
hMOF-5021810,19.121063,16.625547,19.121249,87.549433,89.910748,87.531546,16.75,15.75,0.899913,5300.2,1549.6,34,47,0,13,0,0,0,0,4,0,0,0.774021
hMOF-5048055,11.792241,15.944551,10.868271,89.993912,89.999893,83.846077,5.25,4.75,0.581881,1882.4,1886.3,12,44,12,16,0,0,0,0,4,0,0,2.8791
hMOF-3001931,26.455835,26.455273,26.451828,60.00517,60.010757,59.993435,17.75,12.75,0.826928,5300.9,1749.5,108,88,8,51,0,0,0,8,0,0,0,0.513424
hMOF-5007701,16.12053,16.120484,16.120297,95.614431,89.87186,89.832673,4.75,2.75,0.344819,587.8,741.5,40,104,0,52,0,0,0,0,16,0,0,0.840416
hMOF-5023355,21.295417,18.215407,18.215399,89.983176,89.965438,90.030955,9.25,6.25,0.787668,5124.2,2867.0,80,104,8,26,0,0,0,0,8,0,0,1.35744
hMOF-13722,12.759395,15.299816,12.759387,99.65054,89.979491,80.351966,8.25,7.25,0.676285,2259.9,1938.9,36,48,12,13,0,0,0,0,4,0,0,3.27348
hMOF-5008149,15.297475,16.120444,15.29672,78.012939,88.382886,83.688625,6.75,5.25,0.567473,1679.5,1718.5,18,80,0,26,18,0,0,0,8,0,0,5.00399
hMOF-32926,6.394989,9.065218,7.540329,89.996962,90.000635,94.243202,6.75,5.75,0.539153,1303.4,1763.4,0,6,2,8,0,0,0,2,0,0,0,0.653946
hMOF-5055831,15.9953,23.532357,15.07222,89.993295,89.985917,83.150049,6.25,4.25,0.620387,1419.2,1992.0,38,104,8,24,0,0,0,0,4,34,0,1.62952
hMOF-5054123,10.65455,23.532407,9.730223,89.994043,89.996251,83.66679,8.25,6.75,0.68768,2061.1,1789.0,24,44,28,12,0,0,0,0,2,0,0,1.44783
hMOF-6004383,6.8179,17.253917,19.453114,99.551551,101.709288,102.659311,12.25,11.25,0.73714,3169.6,2093.5,9,30,6,10,7,0,2,0,0,0,0,1.93453
hMOF-359,21.395364,12.759399,12.759393,90.026805,90.023491,90.030951,11.75,10.25,0.806443,3788.7,2100.9,13,36,0,13,0,7,0,0,4,0,0,0.824592
hMOF-5046470,10.65455,15.944551,9.730223,89.997716,89.996251,83.99182,6.75,5.25,0.553896,1452.9,1902.6,10,30,2,8,0,0,0,0,2,8,0,1.17907
hMOF-5006511,11.169417,16.120444,11.169409,87.138527,90.019513,92.927659,10.75,8.75,0.802294,4035.7,2300.7,1,17,1,13,0,0,0,0,4,0,0,0.567553
hMOF-5004738,16.625539,16.625548,16.625546,90.023536,90.030397,90.020568,20.25,18.25,0.907238,5200.3,1423.9,0,24,0,13,0,0,0,0,4,0,0,0.396724
hMOF-5013441,18.101395,12.645331,12.645323,90.025499,89.969759,89.974642,5.75,4.25,0.345934,651.3,739.6,92,118,0,13,0,0,0,0,4,0,0,3.28542
hMOF-23785,14.971486,9.730223,14.971486,89.999766,96.385871,89.997868,10.25,9.25,0.777198,2147.7,2128.4,15,36,2,8,0,0,0,0,2,7,0,1.39586
hMOF-5034815,11.792241,10.723024,9.798715,90.003391,89.996704,95.669357,8.75,7.75,0.699019,3155.2,2349.9,14,14,8,8,0,0,0,0,2,0,0,0.636509
hMOF-5067329,14.51971,14.519709,9.016244,89.99682,90.0064,96.319855,8.25,6.75,0.633117,2441.6,2017.0,32,52,2,8,0,0,0,2,0,0,0,1.06288
hMOF-5069662,10.489746,8.96543,16.109301,89.997898,95.998609,89.994189,8.25,7.25,0.634186,2608.3,2137.1,10,28,2,8,6,0,0,2,0,0,0,1.27427
hMOF-4482,12.759401,12.7594,19.805399,89.977448,89.982079,90.014907,10.25,9.25,0.707731,2722.3,2050.0,16,56,0,13,16,0,0,0,4,0,0,2.76716
hMOF-28462,19.288864,16.109304,17.766277,90.001293,89.979562,83.299443,7.25,5.25,0.707125,3536.7,2352.1,84,96,32,16,0,0,0,4,0,0,0,1.43844
hMOF-17229,14.971486,10.65455,14.048226,89.994756,89.998499,84.049516,10.25,9.25,0.752196,2346.6,1976.6,10,34,2,8,0,12,0,0,2,0,0,1.54896
hMOF-5048744,15.944551,15.944551,15.021413,90.002826,90.003065,96.501262,7.25,4.25,0.599582,3209.0,2137.9,58,98,2,8,0,0,0,0,2,0,0,2.24148
hMOF-5046075,15.995292,10.489716,15.07222,90.002992,89.98633,83.998876,9.75,8.75,0.524593,2177.3,1653.8,13,51,19,8,0,0,0,0,2,0,0,0.392145
hMOF-5070886,10.489746,10.489741,12.503552,86.444084,93.55637,84.540238,3.25,1.75,0.0348123,0.0,0.0,28,48,4,28,0,0,0,4,0,0,0,0.0
hMOF-5013291,16.12053,18.101397,16.120297,87.130973,89.87186,87.115827,6.25,4.75,0.424635,676.4,1117.4,21,90,0,39,0,0,0,0,12,27,0,1.554
hMOF-32688,10.967874,10.967829,9.4829,87.49439,68.707142,82.165976,7.75,6.75,0.624692,2084.1,1845.6,26,21,2,8,0,0,0,2,0,0,0,2.54912
hMOF-5029587,25.639242,25.63924,18.050582,89.96818,89.976905,90.027658,21.75,19.75,0.928063,5483.5,1320.5,58,84,4,21,0,0,0,0,4,0,0,0.84042
hMOF-5024496,14.908783,21.295411,14.90852,86.719867,83.208414,86.67468,10.25,8.75,0.74503,3566.6,2066.2,52,88,4,13,0,0,0,0,4,0,0,1.43368
hMOF-5011623,18.215407,18.101395,18.215399,89.973573,89.980167,90.031552,7.75,5.25,0.707549,2747.2,2755.5,18,76,0,26,0,0,0,0,8,22,0,0.822507
hMOF-19878,16.109302,10.654551,15.186229,89.998019,89.994701,83.973605,7.75,5.75,0.615788,1867.5,1706.2,86,73,2,19,0,0,0,0,2,0,0,4.25839
hMOF-5070708,14.519709,10.489716,12.99646,89.997908,90.000034,84.10464,10.25,8.75,0.728576,4083.8,2340.6,24,31,2,8,0,0,0,2,0,0,0,0.486493
hMOF-5058858,10.65455,11.792241,9.130313,89.995332,89.999724,84.339173,6.75,5.75,0.637631,2195.5,2099.8,18,23,2,13,0,0,0,2,0,0,0,1.81756
hMOF-6001429,6.8179,11.102188,14.125465,94.635462,100.398878,108.603875,6.75,3.25,0.515481,1989.4,1797.1,10,22,0,10,0,0,2,0,0,0,0,1.86571
hMOF-4854,21.395362,10.686285,10.686551,80.915481,85.584807,85.645931,7.25,5.75,0.687672,3418.2,2511.5,32,36,0,21,0,0,0,0,4,0,0,1.59029
hMOF-7394,19.805407,13.032721,19.805399,97.155902,89.980427,97.204665,13.75,12.25,0.812403,4606.9,2041.2,56,56,0,22,0,0,0,0,4,0,0,1.59919
hMOF-5010399,12.645331,12.7594,12.759393,89.968436,90.021878,89.986337,7.75,6.75,0.538274,1587.6,1550.1,52,48,0,20,0,0,0,0,4,0,0,3.27248
hMOF-5041349,10.65455,10.540539,9.730223,90.000775,89.996251,84.505197,5.25,4.25,0.456581,961.5,1135.1,34,26,12,8,0,0,0,0,2,0,0,3.35816
hMOF-1004490,18.760487,17.052862,17.052832,45.842616,77.719889,70.288255,8.25,5.25,0.527097,1273.1,1583.5,24,92,0,32,30,0,0,0,0,0,6,2.6383
hMOF-5077728,14.04422,19.18893,12.503572,93.506241,86.16475,88.16683,5.75,3.75,0.369874,863.2,927.6,30,84,18,24,6,0,0,6,0,0,0,1.1233
hMOF-5060132,11.792241,11.026607,9.4829,78.599815,80.646885,83.610284,8.25,6.75,0.671494,3274.0,2484.9,8,14,8,8,0,0,0,2,0,0,0,0.448187
hMOF-5001438,10.685904,13.897441,10.686285,94.394146,90.334098,85.605969,10.25,9.25,0.738805,3244.9,2362.4,2,16,2,13,0,0,0,0,4,0,0,0.601237
hMOF-28303,14.971482,16.109304,13.448316,89.996206,89.993798,83.537623,4.75,2.75,0.332729,274.1,387.9,30,108,6,24,30,0,0,6,0,0,0,2.20787
hMOF-5022541,19.121424,19.120786,19.120904,90.133503,85.252687,95.008527,17.75,16.75,0.881782,2757.6,1543.0,14,48,0,13,0,0,0,0,4,16,0,0.741382
hMOF-20140,9.065218,8.559649,8.140239,89.998339,89.997198,77.397275,2.25,1.25,0.000912853,0.0,0.0,2,16,4,16,2,0,0,0,4,0,0,0.0
hMOF-5006671,16.120531,18.215407,18.215399,89.985401,87.133706,87.06181,8.75,5.75,0.768443,5117.3,2895.5,26,64,6,26,0,0,0,0,8,0,0,0.82959
hMOF-6003420,13.6358,11.168138,11.168144,92.019895,108.50884,108.508793,4.75,2.75,0.330592,377.6,488.0,52,42,0,26,0,0,4,0,0,0,0,1.81029
hMOF-5042068,10.540539,14.853567,13.930277,90.004245,89.997612,95.919789,8.75,7.25,0.704897,1709.0,1585.7,84,70,2,8,0,0,0,0,2,0,0,6.22107
hMOF-5078813,10.65455,23.532407,9.130313,89.994125,89.99622,83.66679,7.75,5.75,0.68921,2303.9,1983.7,24,44,22,12,0,0,0,2,0,0,0,2.13023
hMOF-15204,16.959447,12.759395,12.759394,89.983626,90.027043,89.983293,7.75,6.75,0.720934,2829.7,2219.9,38,57,0,20,0,0,0,0,4,0,0,3.5442
hMOF-5019970,19.121063,21.395364,21.395355,89.975484,92.42074,92.464759,20.75,19.75,0.90621,5255.8,1382.9,34,56,0,26,0,0,0,0,4,0,0,0.565238
hMOF-5009598,11.169417,12.64533,11.169409,89.967722,89.980176,90.01857,8.25,7.75,0.623184,2498.9,2277.3,12,18,12,13,0,0,0,0,4,0,0,1.99324
hMOF-6005039,13.6358,27.923496,11.020452,95.762595,72.703313,81.036054,8.75,7.25,0.717488,1437.4,1794.3,20,72,2,24,0,0,4,0,0,18,0,1.46821
hMOF-5026923,25.639239,21.395362,21.395355,89.95606,89.980666,90.054564,8.25,5.75,0.781995,4784.6,2749.1,72,136,92,34,0,0,0,0,8,0,0,1.29135
hMOF-35309,11.026607,10.654545,9.4829,99.42755,78.636152,96.535722,6.75,5.75,0.560099,1465.8,1728.6,9,31,9,8,0,0,0,2,0,0,0,2.78741
hMOF-6003740,6.8179,16.255661,16.255699,95.343798,103.489404,103.488922,9.25,8.25,0.618758,2819.6,1990.3,19,28,7,10,0,0,2,0,0,0,0,0.699508
hMOF-5030261,12.759399,12.759401,12.759393,90.022497,89.969094,89.984062,9.75,8.75,0.728244,2416.2,2248.8,7,24,0,13,0,0,0,0,4,5,0,1.08969
hMOF-5036453,16.109302,14.519731,15.186229,89.99527,89.994701,83.575317,6.25,4.75,0.485467,1286.1,1224.1,56,116,4,16,0,0,0,0,4,0,0,4.0732
hMOF-5050471,17.038272,16.098538,14.04422,87.028703,87.849783,87.069734,6.75,4.25,0.630756,2814.1,2154.9,44,72,4,34,0,0,0,0,4,0,0,2.02316
hMOF-5057014,17.699097,27.731996,16.776229,89.987372,89.989262,82.954908,16.75,14.75,0.898495,5064.3,1613.2,32,66,30,12,0,0,0,0,2,0,0,0.633566
hMOF-5007935,12.759401,16.120484,12.759393,87.136314,90.018173,92.92556,9.75,8.25,0.784552,3119.7,2263.0,6,32,0,13,0,8,0,0,4,0,0,1.64691
hMOF-15495,17.639181,17.64028,17.640968,65.682561,87.836484,70.392638,7.75,5.75,0.558268,804.3,1327.0,32,120,0,26,0,0,0,0,8,28,0,2.91149
hMOF-12702,17.077404,15.297327,17.077396,99.646061,89.982756,99.707136,13.75,12.75,0.809188,4256.7,1952.8,17,51,7,13,0,0,0,0,4,0,0,0.602242
hMOF-5024928,16.959455,21.295417,16.959447,90.035193,90.014322,90.027454,17.25,15.75,0.880037,4672.1,1690.0,24,52,4,23,0,0,0,0,4,0,0,0.995688
hMOF-5067038,10.654541,10.540539,9.130307,89.998824,89.999822,84.50471,5.25,4.25,0.492739,349.8,636.1,14,52,16,8,0,0,0,2,0,0,0,2.62077
hMOF-27727,19.288864,17.766277,19.288857,89.991474,83.134677,89.976791,13.25,11.75,0.772365,3359.1,1781.0,150,113,2,27,0,0,0,2,0,0,0,2.23082
hMOF-5081630,27.732066,27.731993,15.455313,92.646914,87.353257,82.635246,23.25,21.75,0.934262,5619.7,1244.6,40,86,8,16,0,0,0,2,0,0,0,0.548915
hMOF-5015769,16.625548,12.594516,16.625539,90.021462,90.017055,90.017121,4.25,2.75,0.259154,270.5,406.6,24,104,0,52,0,0,0,0,16,0,0,0.999293
hMOF-5025376,16.625548,21.295417,16.625539,90.033373,90.020568,90.031575,8.75,7.75,0.786633,5285.8,2976.1,16,64,8,36,0,0,0,0,8,0,0,0.664698
hMOF-5029292,25.639243,25.63924,25.639234,90.032088,90.023148,90.035481,24.75,23.75,0.92715,4924.3,1075.0,19,101,23,25,0,0,0,0,4,0,0,0.611648
